Path,Frame,clashes,x,y,z
1ldi_a_clashes_01_000.zip,000,0,113.154236,65.23767,78.106606
1ldi_a_clashes_01_000.zip,001,0,113.34783889359142,65.8935559142802,78.19845448983826
1ldi_a_clashes_01_000.zip,002,0,113.94085842629573,65.3600677221981,78.42077627429947
1ldi_a_clashes_01_000.zip,003,0,114.59736379653583,64.9757953629611,78.24649454191777
1ldi_a_clashes_01_000.zip,004,0,115.21223835212596,64.78389261347814,78.00705477749626
1ldi_a_clashes_01_000.zip,005,0,115.89954347819109,64.94158953456889,78.49342209136097
1ldi_a_clashes_01_000.zip,006,0,116.25177909988778,64.75488566545741,78.67007008557711
1ldi_a_clashes_01_000.zip,007,0,116.78128935591177,64.92866513528547,79.22429613050268
1ldi_a_clashes_01_000.zip,008,0,117.34514327618884,64.76015328569335,79.96544085529648
1ldi_a_clashes_01_000.zip,009,0,117.64728569251157,64.99834236220273,80.69622637601044
1ldi_a_clashes_01_000.zip,010,0,117.89156511761033,65.55991520635696,81.34083693728029
1ldi_a_clashes_01_000.zip,011,0,118.15694182731106,66.0705286158077,81.08048466565953
1ldi_a_clashes_01_000.zip,012,2.1040546364226587,118.75816000610992,65.95799426875212,81.01947445672606
1ldi_a_clashes_01_000.zip,013,2.659840704150416,119.29123318991918,65.42530306594382,80.9851404888161
1ldi_a_clashes_01_000.zip,014,7.517025959916136,119.51800523697449,65.8841682194797,80.54559970974434
1ldi_a_clashes_01_000.zip,015,0,119.87455854289493,65.70703367431729,81.42622534504635
1ldi_a_clashes_01_000.zip,016,17.91345522686866,120.11873846074131,65.67392132234785,81.54733426368514
1ldi_a_clashes_01_000.zip,017,2.651559743011065,120.81060718722559,65.21395463765717,81.05521254018505
1ldi_a_clashes_01_000.zip,018,23.17503738036518,121.03061395313198,66.00946790097501,80.49234384994317
1ldi_a_clashes_01_000.zip,019,0,121.35218577345694,65.52934228088465,80.62488373421854
1ldi_a_clashes_01_000.zip,020,3.8871029453929142,121.81141215257166,66.11264446411008,80.46742014757022
1ldi_a_clashes_01_000.zip,021,4.044724682353931,122.7372313164292,66.14344683365053,80.39547953489408
1ldi_a_clashes_01_000.zip,022,0,123.07136531375322,66.02719432267176,80.35650177870492
1ldi_a_clashes_01_000.zip,023,33.0278192701205,123.45941998306316,66.44238490265073,79.96209355463195
1ldi_a_clashes_01_000.zip,024,8.681637343847012,124.14991555183937,66.07558718195847,79.67389365820428
1ldi_a_clashes_01_000.zip,025,0,124.75574582398347,65.97430577386588,79.19839596282355
1ldi_a_clashes_01_000.zip,026,0,125.38679071356351,66.345222567843,79.81282317855961
1ldi_a_clashes_01_000.zip,027,8.761862219665879,125.78654145977511,66.64362688243139,79.4940673229748
1ldi_a_clashes_01_000.zip,028,0,126.29154818228479,66.77381569852882,79.69848984192552
1ldi_a_clashes_01_000.zip,029,3.3726722489688132,126.86330605749097,66.45181735269324,79.17219045742
1ldi_a_clashes_01_000.zip,030,4.00513015163984,127.24687713135422,67.18774138188337,79.48949298498339
1ldi_a_clashes_01_000.zip,031,2.423236586347817,127.89116596336939,66.7807820678871,78.91114245743798
